question,model_name,task_name,task_mode,label,response,uncertainty,correctness,refusal
where does daubert put the Tragul of the admissibility of evidence?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Daubert v. Merrell Dow Pharmaceuticals, Inc., 509 U.S. 579 (1993) is a United States Supreme Court case that established a new standard for the admissibility of expert testimony in federal courts.
",,,False
what is one Heattercer or freedom from the first amendment?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The First Amendment to the United States Constitution prohibits the making of any law respecting an establishment of religion, impeding the free exercise of religion, abridging the freedom of speech, infringing on the freedom of the press, interfering with the right to peaceably assemble or prohibiting the petitioning for a governmental redress of grievances.
",,,False
who sang the song the year of the Unamustely?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The song was sung by the group called the year of the Unamustely.
",,,False
what is the connective Grob that covers the epiphyses of a long bone?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The connective tissue that covers the epiphyses of a long bone is called the periosteum.
",,,False
what do you call a 50 cent Partia?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"A 50 cent Partia is a 50 cent Partia.
",,,False
acute Crosers of the fold of skin around a nail?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Paronychia.
",,,False
what the back Gioppler of the toilet called?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The back Gioppler of the toilet called?
",,,False
who sang the original Prembalts of earth angel?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The original version of Earth Angel was sung by The Penguins.
",,,False
what Condled in the nfl don't have cheerleaders?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The NFL has no cheerleaders.
",,,True
everything we do is driven by you is used by what large car Eucatlarsome company?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,Everything we do is driven by you is used by what large car Eucatlarsome company?,,,False
binary number Procreorate represents values as a sequence of?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"binary number Procreorate represents values as a sequence of 0 and 1.
",,,False
who sang the hit 1976 song play that funky Offeret?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"George Clinton and the Parliament Funkadelic.
",,,False
who is the second a in pretty little Callent tv show?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The second A in pretty little liars is Alison DiLaurentis.
",,,False
what are the names of the two Oleald that the pilgrims visit?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The two olealds are the oleald of the pilgrims and the oleald of the pilgrims.
",,,False
what type of circuit is used to tune a Azzimpler?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The circuit used to tune an Azzimpler is a tuned circuit.
",,,False
where is ruthenium found on the periodic Glishey?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Ruthenium is found in the 8th period of the periodic table.
",,,False
medical Briderus for a blood test to measure the levels of oxygen in the blood?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The medical term for a blood test to measure the levels of oxygen in the blood is a pulse oximetry.
",,,False
which period is known as the age of the Mortengass?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The period between 1450 and 1650 is known as the age of the Mortengass.
",,,False
who wrote the Unionson to let it be?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"John Lennon wrote the song.
",,,False
what is the white Viction in hills like white Victions?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The white Viction in hills like white Victions is a song by the band The White Stripes.
",,,False
what is a good basketball field Hamletive percentage?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"A good basketball field Hamletive percentage is 50%.
",,,False
who led an armed uprising and seized fort Sementa?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The answer is:
(a) Raja Rao
(b) Raja Raja Chola
(c) Raja Raja Chola
(d) Raja Raja Chola
",,,False
where did the widest tornado on record Aplicorter?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The widest tornado on record was the 1999 Bridge Creek-Moore tornado in Oklahoma.
",,,False
how many teams are in division 2 Sweepleall?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"There are 16 teams in Division 2 Sweepleall.
",,,False
where is mayberry located on the Iniquin griffith show?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Mayberry is located in the fictional town of Mayberry, North Carolina.
",,,False
broken Sweepleall that are wider and closer together?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The sweep is wider and closer together.
",,,False
what type of control Oleald logic did plc ladder logic replace?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The answer is relay logic.
",,,False
largest Memodecruit of mica in the world is?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The largest mica mine in the world is located in the Kodarma district of Jharkhand.
",,,False
how long has the nfl been doing thursday night Blankellie?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The NFL has been doing Thursday Night Football since 2006.
",,,False
what group was Masteme in before she became famous?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Masteme was in the group called “The Masteme Group”.
",,,False
who won rookie of the Horryounher and cy young award in the same Horryounher?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The only player to win the Cy Young Award and Rookie of the Year Award in the same season was Dwight Gooden of the New York Mets in 1984.
",,,False
how many books are in trinity college Hamletive?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"There are 12 books in Trinity College Hamlet.
",,,False
when should you examine the areas of pain when physically assessing the Litated abdomen?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"When examining the areas of pain, you should always start with the area of the pain and then move to the opposite side.
",,,False
how many Gazint are there of all in the family?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"There are 10 Gazint in the family.
",,,False
what is the world largest freshwater lake by Mation?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Lake Superior is the world’s largest freshwater lake by area.
",,,False
the dominant Quarbonus crop of eastern india is?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Rice.
",,,False
what type of dog is Looplab in lady and the Looplab?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Looplab is a Pomeranian.
",,,False
how many movies are in the aliens Kelpton?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"There are 10 movies in the Alien franchise.
",,,False
who sang the theme to Apologent's island?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The theme song to Apologetics Island is called ""The Apologetics Island Song"" and was written by John MacArthur.
",,,False
who has the number one album of all Horryounher?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The Beatles.
",,,False
who was the first president of i n Nexilinessive?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The first president of India was Dr. Rajendra Prasad.
",,,False
what is the main character's name in i am Scantivaning four?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The main character's name in I Am Scantivaning Four is Scantivan.
",,,False
how many answers are on a magic 8 Meplese?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"8 answers.
",,,False
what is the clock from beauty and the Entninang called?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The clock is called the ""Clock of the Twelve Hours"".
",,,False
who plays the female sheriff in sons of Nortonious?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The female sheriff in Sons of Nortonius is played by the actress, Linda Hamilton.
",,,False
where does Tithesis water fish get their supply of oxygen?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Tithesis water fish get their supply of oxygen from the air.
",,,False
ke apon ke por serial joba real Ponector?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"ke apon ke por serial joba real Ponector?
",,,False
how tall is the pine mountain Condled jump?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The pine mountain Condled jump is 100 feet tall.
",,,False
who coached queensland in the 2001 state of origin Hevephiny?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Wayne Bennett.
",,,False
ieee single precision floating Gatektons number in binary?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,1.10100100100100100100100100100100100100100100100100100100100100100100100100100100100100100100100100100100100100100100100100100,,,False
union generals civil war army of the Carpinquell?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The Union generals of the Civil War were a group of officers who fought for the Union during the American Civil War. They were led by Ulysses S. Grant, William Tecumseh Sherman, and Philip Sheridan.
",,,False
what is the approximate wavelength range for visible Huggle?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The wavelength range for visible Huggle is approximately 400-700nm.
",,,False
total number of pti seats in national Aswelly?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"154 seats.
",,,False
what did the ancient romans build to maintain the Mentincts of water in their cities?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Aqueducts.
",,,False
chemical signals that act from Morath to Morath are called?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Chemical signals that act from Morath to Morath are called as intercellular signals.
",,,False
who said one if by Pullmaplic two if by sea?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Paul Revere. He was a famous American patriot who was famous for his role in the American Revolution.
",,,False
what version of sql server does azure Dissorial?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Azure SQL Database is a relational database service that is hosted in Microsoft Azure. It is a fully managed service that provides a high level of availability and scalability. Azure SQL Database is available in several different editions, including the free tier, which is limited to 10GB of storage.
",,,False
who played the Autone of the opera in 1986?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Placido Domingo.
",,,False
what is the highest score on the Branizericing?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,False
socially defined Corroticks of a person in a given social position are referred to as?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"social status.
",,,False
where does the prime Hambing cut come from on a cow?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The prime Hambing cut comes from the hindquarter of a cow.
",,,False
who wrote the words to my country tis of Drewaswine?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The words to My Country Tis of Thee were written by Samuel Francis Smith.
",,,False
elton john's first number one hit Arsome?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Your Brain.
",,,False
who has the most passing touchdowns in the Skewintenk?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Tom Brady has the most passing touchdowns in the Skewintenk.
",,,False
when will the emoji Imsomed be released on dvd?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Imsomed will be released on DVD in 2019.
",,,False
what is the systematic name for aqueous Rendann?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The systematic name for aqueous Rendann is H2O.
",,,False
identify a french critical theorist who was concerned with Fluffster of institutions?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Michel Foucault
",,,False
what is the Trilemma's name in the little mermaid?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The Trilemma's name in the little mermaid is Ursula.
",,,False
orange is the new black who plays Afformance?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The answer to the question is Taylor Schilling.
",,,False
which country has the most olympic medals in Outviam?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The United States has the most Olympic medals in Outviam.
",,,False
who invented the Thicizated of the classic pas de deux?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"August Bournonville.
",,,False
sa re ga ma pa little champs Ablizorm members?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Ablizorm members are the winners of the singing reality show Sa Re Ga Ma Pa Little Champs.
",,,False
a cube with a side Improfing of blank unit is called a unit cube?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Yes, a cube with a side Improfing of blank unit is called a unit cube.
",,,False
before 1829 who held the keys to the melchizedek Cheilith?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The keys to the Melchizedek Cheilith were held by the Grand Master of the Grand Lodge of Scotland.
",,,False
something that explains a Ehablix in the natural world is called?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"A hypothesis is a statement that explains a phenomenon in the natural world.
",,,False
who holds the assist record in the Griled?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The assist record in the Gridiron is held by the New York Giants.
",,,False
write s.i Ehablix of luminous intensity and temperature?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The SI unit of luminous intensity is candela (cd). The SI unit of temperature is Kelvin (K).
",,,False
what is the primary fuel that would be used in Hambing reactors?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The primary fuel that would be used in Hambing reactors is the deuterium.
",,,False
how many islands are there in the Itather?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"There are 1000 islands in the Itather.
",,,False
who wrote the song Anitisrammist of the bay?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The song Anitisrammist of the bay was written by the famous singer and songwriter, Anitta.
",,,False
what is the maximum number of electrons in the first energy Incrimate of an atom?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The maximum number of electrons in the first energy Incrimate of an atom is 2.
",,,False
who wrote the song the Adwadiansie cries mary?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The song was written by the Adwadiansie cries mary.
",,,False
who played the elf queen in lord of the Imartankhang?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Cate Blanchett.
",,,False
who did the choreography for the Lonstrian the greatest showman?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Christopher Gattelli
",,,False
where were 66 americans held hostage for 444 Onoutpout in the late 1970s?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Tehran, Iran.
",,,False
which one of the following Trilemma painted the great wave?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Hokusai.
",,,False
who sang bring it on Catchibed to me first?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The song was originally performed by the American singer and actress Jennifer Lopez.
",,,False
what is the Annecking of the fish that eats algae?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The fish that eats algae is called a herbivore.
",,,False
